key,en,cs,target,notes,status
app.heroTitle,Digital VETcert examination system,Digitální zkušební systém VETcert,Digital VETcert examination system,Target intentionally blank for reviewer translation.,needs_review
app.dedicatedPortal,Dedicated {role} portal,Vyhrazený portál: {role},Dedicat {role} portal,Preserve placeholder(s) exactly: {role}.,needs_review
workspace.current,Current workspace,Aktuální pracovní prostor,Current spațiu de lucru,Target intentionally blank for reviewer translation.,needs_review
workspace.candidates,candidates,kandidátů,candidati,Target intentionally blank for reviewer translation.,needs_review
qrScanner.helper,Allow camera access and point the tablet at a VetBara QR.,Povolte přístup ke kameře a namiřte tablet na VetBara QR.,Allow camera access și point tableta at un VetBara QR.,Target intentionally blank for reviewer translation.,needs_review
qrScanner.scan,Scan {role} QR,Skenovat {role} QR,Scanează {role} QR,Preserve placeholder(s) exactly: {role}.,needs_review
admin.openExam.title,Admin / Open exam event,Admin / otevření zkušební události,Admin / deschide exam event,Protected term(s): Admin. Do not translate unless explicitly approved during review.,needs_review
admin.openExam.subtitle,"Admin sets centre, date, place and exam language, then sends centre access QR.","Admin nastaví centrum, datum, místo a jazyk zkoušky a potom odešle Centre access QR.","Admin sets centre, data, loc și exam limba, then sends centre access QR.",Protected term(s): Admin. Do not translate unless explicitly approved during review.,needs_review
admin.centre,Certification centre,Certifikační centrum,Certification centre,Target intentionally blank for reviewer translation.,needs_review
admin.examLanguage,Exam language,Jazyk zkoušky,Exam limba,Target intentionally blank for reviewer translation.,needs_review
admin.examDate,Exam date,Datum zkoušky,Exam data,Target intentionally blank for reviewer translation.,needs_review
admin.place,Place,Místo,Loc,Target intentionally blank for reviewer translation.,needs_review
admin.centreAccess.title,Centre access link / QR,Centre access link / QR,Centre access link / QR,Protected term(s): Centre. Do not translate unless explicitly approved during review.,needs_review
admin.centreAccess.send,Send centre link / QR,Odeslat centre link / QR,Send centre link / QR,Target intentionally blank for reviewer translation.,needs_review
admin.centreAccess.scan,Scan centre QR,Skenovat centre QR,Scanează centre QR,Target intentionally blank for reviewer translation.,needs_review
admin.multilingual.title,Admin / Multilingual layer,Admin / vícejazyčná vrstva,Admin / Multilingual layer,Protected term(s): Admin. Do not translate unless explicitly approved during review.,needs_review
admin.multilingual.subtitle,UI translations are managed separately from exam content.,Překlady UI jsou spravované odděleně od obsahu zkoušky.,UI translations sunt managed separately din exam content.,Target intentionally blank for reviewer translation.,needs_review
admin.multilingual.sourceTerms,EN source + national terms,EN zdroj + národní termíny,EN source + national terms,Target intentionally blank for reviewer translation.,needs_review
admin.multilingual.needsReview,needs review,vyžaduje kontrolu,needs revizuieste,Target intentionally blank for reviewer translation.,needs_review
admin.multilingual.export,Export translation XLSX,Exportovat translation XLSX,Exporta translation XLSX,Target intentionally blank for reviewer translation.,needs_review
status.openedForCentre,Opened for Centre,Otevřeno pro Centrum,Deschis pentru Centre,Protected term(s): Centre. Do not translate unless explicitly approved during review.,needs_review
audit.centreAccessSent,Centre access link sent,Centre access link odeslán,Centre access link sent,Protected term(s): Centre. Do not translate unless explicitly approved during review.,needs_review
status.testImport.loadedStoredFull,Loaded stored test package with {variants} variant(s) and {questions} question(s).,"Načten uložený testový balíček: {variants} variant(y), {questions} otázka/otázek.",Încărcat stored pachet de test cu {variants} varianta(s) și {questions} question(s).,"Preserve placeholder(s) exactly: {variants}, {questions}.",needs_review
status.testImport.loadedStored,Loaded stored test package.,Načten uložený testový balíček.,Încărcat stored pachet de test.,Target intentionally blank for reviewer translation.,needs_review
status.centreAuditExport.unavailable,The Centre Audit Package requires a valid Centre session. Reopen the Centre QR and try again.,Centre Audit Package vyžaduje platnou Centre session. Znovu otevřete Centre QR a zkuste to znovu.,Centre Audit Package requires un valid Centre sesiune. Reopen Centre QR și try again.,"Protected term(s): Centre, Centre QR, Centre Audit Package. Do not translate unless explicitly approved during review.",needs_review
app.mvpPrototype,MVP prototype,MVP prototyp,MVP prototip,Target intentionally blank for reviewer translation.,needs_review
app.offlineFirst,offline-first,offline-first,offline-first,Target intentionally blank for reviewer translation.,needs_review
sectionStatus.locked,locked,zamčeno,locked,Target intentionally blank for reviewer translation.,needs_review
sectionStatus.open,open,otevřeno,deschide,Target intentionally blank for reviewer translation.,needs_review
sectionStatus.closed,closed,uzavřeno,închis,Target intentionally blank for reviewer translation.,needs_review
